
gnostic_war_cants;Gnosis, Sing the War Cants;x
gnostic_war_cants_desc;Begin chanting the songs of the Gnosis and let the world of your enemies burn and break asunder.;x
gnostic_war_cants_offensive.1210a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.1210b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.1220;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.1220_desc;Curses, [event_target:high_magic_dispeler.GetBestName] has attempted to stop your spell!.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.1220a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.1220b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.1221;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.1221_desc;Curses, Your enemy, the evil [event_target:high_magic_caster.GetBestName] has engaged you in a deeper contest of power.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.1221a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.1221b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.1222;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.1222_desc;The battle of minds continues, surely [event_target:high_magic_dispeler.GetBestName] must be growing weak by now, do you wish to continue the battle.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.1222a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.1222b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.11112;Drain Magic Power 2.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.11112_desc;Your spell burns through the air, taking from all enemies the ability to cast.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.11112a;Cast Another Spell.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.11112b;No.;;;;;;;;;;;;x;

gnostic_war_cants_offensive.1300;Drain Magic Power 3.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.1300_desc;Drain Magic will stop any magic but high magic for 10 days, and will put all enemies spell casting on cooldown.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.1300a;Magic is Might!.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.1310;Dispel Drain Magic 3.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.1310_desc;Your nefarious foe has unleashed their evil magics upon you, do you wish to attempt to dispel their magic?.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.1310a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.1310b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.1320;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.1320_desc;Curses, [event_target:high_magic_dispeler.GetBestName] has attempted to stop your spell!.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.1320a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.1320b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.1321;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.1321_desc;Curses, Your enemy, the evil [event_target:high_magic_caster.GetBestName] has engaged you in a deeper contest of power.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.1321a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.1321b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.1322;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.1322_desc;The battle of minds continues, surely [event_target:high_magic_dispeler.GetBestName] must be growing weak by now, do you wish to continue the battle.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.1322a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.1322b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.11113;Drain Magic Power 3.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.11113_desc;Your spell burns through the air, taking from all enemies the ability to cast.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.11113a;Cast Another Spell.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.11113b;No.;;;;;;;;;;;;x;


gnostic_war_cants_offensive.2000;Soul Quench.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2000_desc;Cast your powers and strike down your enemies with the fires that burn the very soul.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2000a;Cast Soul Quench at power 1.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2000b;Cast Soul Quench at power 2.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2000c;Cast Soul Quench at power 3.;;;;;;;;;;;;x;

gnostic_war_cants_offensive.2100;Soul Quench 1.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2100_desc;Soul Quench will kill 5% of any enemy army ;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2100a;Magic is Might!.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2110;Dispel Soul Quench 1.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2110_desc;Your nefarious foe has unleashed their evil magics upon you, do you wish to attempt to dispel their magic?.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2110a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2110b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2120;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2120_desc;Curses, [event_target:high_magic_dispeler.GetBestName] has attempted to stop your spell!.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2120a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2120b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2121;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2121_desc;Curses, Your enemy, the evil [event_target:high_magic_caster.GetBestName] has engaged you in a deeper contest of power.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2121a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2121b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2122;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2122_desc;The battle of minds continues, surely [event_target:high_magic_dispeler.GetBestName] must be growing weak by now, do you wish to continue the battle.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2122a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2122b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.21111;Soul Quench Power 1.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.21111_desc;Your spell burns through the air, striking dead your enemies.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.21111a;Cast Another Spell.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.21111b;No.;;;;;;;;;;;;x;

gnostic_war_cants_offensive.2200;Soul Quench 2.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2200_desc;Soul Quench will kill 15% of any enemy armies.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2200a;Magic is Might!.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2210;Dispel Soul Quench 2.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2210_desc;Your nefarious foe has unleashed their evil magics upon you, do you wish to attempt to dispel their magic?.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2210a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2210b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2220;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2220_desc;Curses, [event_target:high_magic_dispeler.GetBestName] has attempted to stop your spell!.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2220a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2220b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2221;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2221_desc;Curses, Your enemy, the evil [event_target:high_magic_caster.GetBestName] has engaged you in a deeper contest of power.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2221a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2221b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2222;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2222_desc;The battle of minds continues, surely [event_target:high_magic_dispeler.GetBestName] must be growing weak by now, do you wish to continue the battle.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2222a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2222b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.21112;Soul Quench 2.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.21112_desc;Your spell burns through the air, striking dead your enemies.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.21112a;Cast Another Spell.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.21112b;No.;;;;;;;;;;;;x;

gnostic_war_cants_offensive.2300;Soul Quench 3.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2300_desc;Soul Quench will kill 40% of any enemy armies.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2300a;Magic is Might!.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2310;Dispel Soul Quench 3.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2310_desc;Your nefarious foe has unleashed their evil magics upon you, do you wish to attempt to dispel their magic?.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2310a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2310b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2320;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2320_desc;Curses, [event_target:high_magic_dispeler.GetBestName] has attempted to stop your spell!.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2320a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2320b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2321;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2321_desc;Curses, Your enemy, the evil [event_target:high_magic_caster.GetBestName] has engaged you in a deeper contest of power.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2321a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2321b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2322;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2322_desc;The battle of minds continues, surely [event_target:high_magic_dispeler.GetBestName] must be growing weak by now, do you wish to continue the battle.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2322a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.2322b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.21113;Soul Quench 3.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.21113_desc;Your spell burns through the air, striking dead your enemies.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.21113a;Cast Another Spell.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.21113b;No.;;;;;;;;;;;;x;


gnostic_war_cants_offensive.3000;Apotheosis.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3000_desc;With words of power knit anew wrent flesh, and restore hope and vigour.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3000a;Cast Apotheosis at power 1.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3000b;Cast Apotheosis at power 2.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3000c;Cast Apotheosis at power 3.;;;;;;;;;;;;x;

gnostic_war_cants_offensive.3100;Apotheosis 1.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3100_desc;Apotheosis will kill 5% of a random army of yours at your location.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3100a;Magic is Might!.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3110;Dispel Apotheosis 1.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3110_desc;Your nefarious foe has unleashed their evil magics upon you, do you wish to attempt to dispel their magic?.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3110a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3110b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3120;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3120_desc;Curses, [event_target:high_magic_dispeler.GetBestName] has attempted to stop your spell!.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3120a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3120b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3121;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3121_desc;Curses, Your enemy, the evil [event_target:high_magic_caster.GetBestName] has engaged you in a deeper contest of power.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3121a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3121b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3122;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3122_desc;The battle of minds continues, surely [event_target:high_magic_dispeler.GetBestName] must be growing weak by now, do you wish to continue the battle.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3122a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3122b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.31111;Apotheosis Power 1.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.31111_desc;Your spell makes the air water as the dead and the hopeless find themselves restored.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.31111a;Cast Another Spell.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.31111b;No.;;;;;;;;;;;;x;

gnostic_war_cants_offensive.3200;Apotheosis 2.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3200_desc;Apotheosis will restore 10% of all armies at your location.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3200a;Magic is Might!.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3210;Dispel Apotheosis 2.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3210_desc;Your nefarious foe has unleashed their evil magics upon you, do you wish to attempt to dispel their magic?.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3210a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3210b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3220;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3220_desc;Curses, [event_target:high_magic_dispeler.GetBestName] has attempted to stop your spell!.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3220a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3220b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3221;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3221_desc;Curses, Your enemy, the evil [event_target:high_magic_caster.GetBestName] has engaged you in a deeper contest of power.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3221a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3221b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3222;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3222_desc;The battle of minds continues, surely [event_target:high_magic_dispeler.GetBestName] must be growing weak by now, do you wish to continue the battle.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3222a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3222b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.31112;Apotheosis 2.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.31112_desc;Your spell makes the air water as the dead and the hopeless find themselves restored.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.31112a;Cast Another Spell.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.31112b;No.;;;;;;;;;;;;x;

gnostic_war_cants_offensive.3300;Apotheosis 3.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3300_desc;Apotheosis will restore 30% of all your armies at your location.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3300a;Magic is Might!.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3310;Dispel Apotheosis 3.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3310_desc;Your nefarious foe has unleashed their evil magics upon you, do you wish to attempt to dispel their magic?.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3310a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3310b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3320;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3320_desc;Curses, [event_target:high_magic_dispeler.GetBestName] has attempted to stop your spell!.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3320a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3320b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3321;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3321_desc;Curses, Your enemy, the evil [event_target:high_magic_caster.GetBestName] has engaged you in a deeper contest of power.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3321a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3321b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3322;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3322_desc;The battle of minds continues, surely [event_target:high_magic_dispeler.GetBestName] must be growing weak by now, do you wish to continue the battle.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3322a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.3322b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.31113;Apotheosis 3.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.31113_desc;Your spell makes the air water as the dead and the hopeless find themselves restored.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.31113a;Cast Another Spell.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.31113b;No.;;;;;;;;;;;;x;





gnostic_war_cants_offensive.4000;Firey Convocation.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4000_desc;Cast your powers and strike down your enemies with the fires that burn the very soul.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4000a;Cast Firey Convocation at power 1.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4000b;Cast Firey Convocation at power 2.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4000c;Cast Firey Convocation at power 3.;;;;;;;;;;;;x;

gnostic_war_cants_offensive.4100;Firey Convocation 1.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4100_desc;Firey Convocation will 1% of all enemy armies each day for 10 days.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4100a;Magic is Might!.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4110;Dispel Firey Convocation 1.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4110_desc;Your nefarious foe has unleashed their evil magics upon you, do you wish to attempt to dispel their magic?.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4110a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4110b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4120;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4120_desc;Curses, [event_target:high_magic_dispeler.GetBestName] has attempted to stop your spell!.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4120a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4120b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4121;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4121_desc;Curses, Your enemy, the evil [event_target:high_magic_caster.GetBestName] has engaged you in a deeper contest of power.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4121a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4121b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4122;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4122_desc;The battle of minds continues, surely [event_target:high_magic_dispeler.GetBestName] must be growing weak by now, do you wish to continue the battle.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4122a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4122b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.41111;Firey Convocation Power 1.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.41111_desc;The fires of mighty Asuryan himself scorch the earth, turning body and soul of all they touch to nothing but ash.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.41111a;Cast Another Spell.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.41111b;No.;;;;;;;;;;;;x;

gnostic_war_cants_offensive.4200;Firey Convocation 2.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4200_desc;Firey Convocation will 3% of all enemy armies each day for 10 days.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4200a;Magic is Might!.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4210;Dispel Firey Convocation 2.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4210_desc;Your nefarious foe has unleashed their evil magics upon you, do you wish to attempt to dispel their magic?.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4210a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4210b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4220;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4220_desc;Curses, [event_target:high_magic_dispeler.GetBestName] has attempted to stop your spell!.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4220a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4220b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4221;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4221_desc;Curses, Your enemy, the evil [event_target:high_magic_caster.GetBestName] has engaged you in a deeper contest of power.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4221a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4221b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4222;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4222_desc;The battle of minds continues, surely [event_target:high_magic_dispeler.GetBestName] must be growing weak by now, do you wish to continue the battle.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4222a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4222b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.41112;Firey Convocation 2.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.41112_desc;The fires of mighty Asuryan himself scorch the earth, turning body and soul of all they touch to nothing but ash.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.41112a;Cast Another Spell.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.41112b;No.;;;;;;;;;;;;x;

gnostic_war_cants_offensive.4300;Firey Convocation 3.;;;;;;;;;;;;x;
